Cepa	ord_replica	rep	temp	hr	time	fecha	day	Matraz	factor diln	OD	OD_real	MPN	Incubator	...14	...15	...16	...17
CH23	1	1	30	0	9:20:00	07/01/25	1	1	1	0.001	0.001	NA	S_1	NA	NA	NA	NA
CH23	1	1	30	2	11:14:00	07/01/25	1	1	1	0	0	NA	S_1	NA	NA	NA	NA
CH23	1	1	30	4	13:13:00	07/01/25	1	1	1	0.045	0.045	NA	S_1	NA	NA	NA	NA
CH23	1	1	30	6	15:05:00	07/01/25	1	1	1	0.251	0.251	NA	S_1	NA	NA	NA	NA
CH23	1	1	30	8	17:08:00	07/01/25	1	1	1	0.346	0.346	NA	S_1	NA	NA	NA	NA
CH23	1	1	30	10	19:35:00	07/01/25	1	1	2	0.224	0.448	NA	S_1	NA	NA	NA	NA
CH23	1	1	30	12	21:37:00	07/01/25	1	1	2	0.253	0.506	NA	S_1	NA	NA	NA	NA
CH23	1	1	30	14	23:47:00	07/01/25	1	1	3	0.21	0.63	NA	S_1	NA	NA	NA	NA
CH23	1	1	30	16	1:39:00	07/01/25	1	1	3	0.209	0.627	NA	S_1	NA	NA	NA	NA
CH23	1	1	30	18	3:23:00	07/01/25	1	1	3	0.218	0.654	NA	S_1	NA	NA	NA	NA
CH23	1	1	42	0	9:20:00	07/01/25	1	1	1	0.001	0.001	NA	S_2	NA	NA	NA	NA
CH23	1	1	42	2	11:14:00	07/01/25	1	1	1	0.019	0.019	NA	S_2	NA	NA	NA	NA
CH23	1	1	42	4	13:13:00	07/01/25	1	1	1	0.194	0.194	NA	S_2	NA	NA	NA	NA
CH23	1	1	42	6	15:05:00	07/01/25	1	1	1	0.266	0.266	NA	S_2	NA	NA	NA	NA
CH23	1	1	42	8	17:08:00	07/01/25	1	1	1	0.295	0.295	NA	S_2	NA	NA	NA	NA
CH23	1	1	42	10	19:35:00	07/01/25	1	1	2	0.235	0.47	NA	S_2	NA	NA	NA	NA
CH23	1	1	42	12	21:37:00	07/01/25	1	1	2	0.275	0.55	NA	S_2	NA	NA	NA	NA
CH23	1	1	42	14	23:47:00	07/01/25	1	1	3	0.196	0.588	NA	S_2	NA	NA	NA	NA
CH23	1	1	42	16	1:39:00	07/01/25	1	1	3	0.213	0.639	NA	S_2	NA	NA	NA	NA
CH23	1	1	42	18	3:23:00	07/01/25	1	1	3	0.216	0.648	NA	S_2	NA	NA	NA	NA
CH23	2	2	30	0	8:52:00	07/03/25	1	1	1	0.001	0.001	NA	S_1	NA	NA	NA	NA
CH23	2	2	30	2	11:02:00	07/03/25	1	1	1	0.008	0.008	NA	S_1	NA	NA	NA	NA
CH23	2	2	30	4	13:04:00	07/03/25	1	1	1	0.048	0.048	NA	S_1	NA	NA	NA	NA
CH23	2	2	30	6	15:11:00	07/03/25	1	1	1	0.259	0.259	NA	S_1	NA	NA	NA	NA
CH23	2	2	30	8	17:12:00	07/03/25	1	1	1	0.355	0.355	NA	S_1	NA	NA	NA	NA
CH23	2	2	30	10	19:24:00	07/03/25	1	1	2	0.236	0.472	NA	S_1	NA	NA	NA	NA
CH23	2	2	30	12	21:29:00	07/03/25	1	1	3	0.164	0.492	NA	S_1	NA	NA	NA	NA
CH23	2	2	30	14	23:36:00	07/03/25	1	1	3	0.162	0.486	NA	S_1	NA	NA	NA	NA
CH23	2	2	30	16	1:38:00	07/03/25	1	1	3	0.218	0.654	NA	S_1	NA	NA	NA	NA
CH23	2	2	30	18	3:30:00	07/03/25	1	1	3	0.25	0.75	NA	S_1	NA	NA	NA	NA
CH23	2	2	42	0	8:52:00	07/03/25	1	1	1	0.001	0.001	NA	S_2	NA	NA	NA	NA
CH23	2	2	42	2	11:02:00	07/03/25	1	1	1	0.037	0.037	NA	S_2	NA	NA	NA	NA
CH23	2	2	42	4	13:04:00	07/03/25	1	1	1	0.232	0.232	NA	S_2	NA	NA	NA	NA
CH23	2	2	42	6	15:11:00	07/03/25	1	1	1	0.318	0.318	NA	S_2	NA	NA	NA	NA
CH23	2	2	42	8	17:12:00	07/03/25	1	1	1	0.387	0.387	NA	S_2	NA	NA	NA	NA
CH23	2	2	42	10	19:24:00	07/03/25	1	1	2	0.259	0.518	NA	S_2	NA	NA	NA	NA
CH23	2	2	42	12	21:29:00	07/03/25	1	1	3	0.178	0.534	NA	S_2	NA	NA	NA	NA
CH23	2	2	42	14	23:36:00	07/03/25	1	1	3	0.192	0.576	NA	S_2	NA	NA	NA	NA
CH23	2	2	42	16	1:38:00	07/03/25	1	1	3	0.213	0.639	NA	S_2	NA	NA	NA	NA
CH23	2	2	42	18	3:30:00	07/03/25	1	1	3	0.241	0.723	NA	S_2	NA	NA	NA	NA
CH23	1	3	37	0	8:53:00	07/08/25	1	1	1	0.001	0.001	NA	S_1	NA	NA	NA	NA
CH23	1	3	37	2	11:00:00	07/08/25	1	1	1	0.001	0.001	NA	S_1	NA	NA	NA	NA
CH23	1	3	37	4	13:05:00	07/08/25	1	1	1	0.187	0.187	NA	S_1	NA	NA	NA	NA
CH23	1	3	37	6	15:11:00	07/08/25	1	1	1	0.327	0.327	NA	S_1	NA	NA	NA	NA
CH23	1	3	37	8	17:16:00	07/08/25	1	1	1	0.539	0.539	NA	S_1	NA	NA	NA	NA
CH23	1	3	37	10	19:41:00	07/08/25	1	1	2	0.276	0.552	NA	S_1	NA	NA	NA	NA
CH23	1	3	37	12	21:45:00	07/08/25	1	1	2	0.298	0.596	NA	S_1	NA	NA	NA	NA
CH23	1	3	37	14	23:49:00	07/08/25	1	1	3	0.2	0.6	NA	S_1	NA	NA	NA	NA
CH23	1	3	37	16	2:12:00	07/08/25	1	1	3	0.244	0.732	NA	S_1	NA	NA	NA	NA
CH23	1	3	37	18	4:20:00	07/08/25	1	1	3	0.293	0.879	NA	S_1	NA	NA	NA	NA
CH23	3	3	42	0	8:53:00	07/08/25	1	1	1	0.001	0.001	NA	S_2	NA	NA	NA	NA
CH23	3	3	42	2	11:00:00	07/08/25	1	1	1	0.034	0.034	NA	S_2	NA	NA	NA	NA
CH23	3	3	42	4	13:05:00	07/08/25	1	1	1	0.242	0.242	NA	S_2	NA	NA	NA	NA
CH23	3	3	42	6	15:11:00	07/08/25	1	1	1	0.324	0.324	NA	S_2	NA	NA	NA	NA
CH23	3	3	42	8	17:16:00	07/08/25	1	1	1	0.509	0.509	NA	S_2	NA	NA	NA	NA
CH23	3	3	42	10	19:41:00	07/08/25	1	1	2	0.224	0.448	NA	S_2	NA	NA	NA	NA
CH23	3	3	42	12	21:45:00	07/08/25	1	1	2	0.258	0.516	NA	S_2	NA	NA	NA	NA
CH23	3	3	42	14	23:49:00	07/08/25	1	1	3	0.177	0.531	NA	S_2	NA	NA	NA	NA
CH23	3	3	42	16	2:12:00	07/08/25	1	1	3	0.211	0.633	NA	S_2	NA	NA	NA	NA
CH23	3	3	42	18	4:20:00	07/08/25	1	1	3	0.21	0.63	NA	S_2	NA	NA	NA	NA
CH23	2	4	37	0	9:10:00	08/26/25	1	1	1	0.001	0.001	NA	S_2	NA	NA	NA	NA
CH23	2	4	37	2	11:10:00	08/26/25	1	1	1	0.005	0.005	NA	S_2	NA	NA	NA	NA
CH23	2	4	37	4	13:15:00	08/26/25	1	1	1	0.237	0.237	NA	S_2	NA	NA	NA	NA
CH23	2	4	37	6	15:18:00	08/26/25	1	1	1	0.31	0.31	NA	S_2	NA	NA	NA	NA
CH23	2	4	37	8	17:16:00	08/26/25	1	1	1	0.327	0.327	NA	S_2	NA	NA	NA	NA
CH23	2	4	37	10	19:43:00	08/26/25	1	1	1	0.401	0.401	NA	S_2	NA	NA	NA	NA
CH23	2	4	37	12	21:58:00	08/26/25	1	1	2	0.281	0.562	NA	S_2	NA	NA	NA	NA
CH23	2	4	37	14	0:04:00	08/26/25	1	1	2	0.279	0.558	NA	S_2	NA	NA	NA	NA
CH23	2	4	37	16	2:05:00	08/26/25	1	1	3	0.218	0.654	NA	S_2	NA	NA	NA	NA
CH23	2	4	37	18	4:10:00	08/26/25	1	1	3	0.239	0.717	NA	S_2	NA	NA	NA	NA
CH23	3	4	30	0	9:10:00	08/26/25	1	1	1	0.001	0.001	NA	B_1	NA	NA	NA	NA
CH23	3	4	30	2	11:10:00	08/26/25	1	1	1	0	0	NA	B_1	NA	NA	NA	NA
CH23	3	4	30	4	13:15:00	08/26/25	1	1	1	0.057	0.057	NA	B_1	NA	NA	NA	NA
CH23	3	4	30	6	15:18:00	08/26/25	1	1	1	0.249	0.249	NA	B_1	NA	NA	NA	NA
CH23	3	4	30	8	17:16:00	08/26/25	1	1	1	0.314	0.314	NA	B_1	NA	NA	NA	NA
CH23	3	4	30	10	19:43:00	08/26/25	1	1	1	0.394	0.394	NA	B_1	NA	NA	NA	NA
CH23	3	4	30	12	21:58:00	08/26/25	1	1	2	0.248	0.496	NA	B_1	NA	NA	NA	NA
CH23	3	4	30	14	0:04:00	08/26/25	1	1	2	0.304	0.608	NA	B_1	NA	NA	NA	NA
CH23	3	4	30	16	2:05:00	08/26/25	1	1	3	0.231	0.693	NA	B_1	NA	NA	NA	NA
CH23	3	4	30	18	4:10:00	08/26/25	1	1	3	0.278	0.834	NA	B_1	NA	NA	NA	NA
CH23	3	5	37	0	9:10:00	08/26/25	1	1	1	0.001	0.001	NA	B_2	NA	NA	NA	NA
CH23	3	5	37	2	11:10:00	08/26/25	1	1	1	0.015	0.015	NA	B_2	NA	NA	NA	NA
CH23	3	5	37	4	13:15:00	08/26/25	1	1	1	0.163	0.163	NA	B_2	NA	NA	NA	NA
CH23	3	5	37	6	15:18:00	08/26/25	1	1	1	0.299	0.299	NA	B_2	NA	NA	NA	NA
CH23	3	5	37	8	17:16:00	08/26/25	1	1	1	0.348	0.348	NA	B_2	NA	NA	NA	NA
CH23	3	5	37	10	19:43:00	08/26/25	1	1	1	0.428	0.428	NA	B_2	NA	NA	NA	NA
CH23	3	5	37	12	21:58:00	08/26/25	1	1	2	0.289	0.578	NA	B_2	NA	NA	NA	NA
CH23	3	5	37	14	0:04:00	08/26/25	1	1	2	0.32	0.64	NA	B_2	NA	NA	NA	NA
CH23	3	5	37	16	2:05:00	08/26/25	1	1	3	0.248	0.744	NA	B_2	NA	NA	NA	NA
CH23	3	5	37	18	4:10:00	08/26/25	1	1	3	0.304	0.912	NA	B_2	NA	NA	NA	NA
CH29	1	1	30	0	9:20:00	07/01/25	1	1	1	0.001	0.001	NA	S_1	NA	NA	NA	NA
CH29	1	1	30	2	11:14:00	07/01/25	1	1	1	0.012	0.012	NA	S_1	NA	NA	NA	NA
CH29	1	1	30	4	13:13:00	07/01/25	1	1	1	0.024	0.024	NA	S_1	NA	NA	NA	NA
CH29	1	1	30	6	15:05:00	07/01/25	1	1	1	0.04	0.04	NA	S_1	NA	NA	NA	NA
CH29	1	1	30	8	17:08:00	07/01/25	1	1	1	0.033	0.033	NA	S_1	NA	NA	NA	NA
CH29	1	1	30	10	19:35:00	07/01/25	1	1	1	0.041	0.041	NA	S_1	NA	NA	NA	NA
CH29	1	1	30	12	21:37:00	07/01/25	1	1	1	0.038	0.038	NA	S_1	NA	NA	NA	NA
CH29	1	1	30	14	23:47:00	07/01/25	1	1	1	0.086	0.086	NA	S_1	NA	NA	NA	NA
CH29	1	1	30	16	1:39:00	07/01/25	1	1	1	0.162	0.162	NA	S_1	NA	NA	NA	NA
CH29	1	1	30	18	3:23:00	07/01/25	1	1	1	0.283	0.283	NA	S_1	NA	NA	NA	NA
CH29	1	1	42	0	9:20:00	07/01/25	1	1	1	0.001	0.001	NA	S_2	NA	NA	NA	NA
CH29	1	1	42	2	11:14:00	07/01/25	1	1	1	0.014	0.014	NA	S_2	NA	NA	NA	NA
CH29	1	1	42	4	13:13:00	07/01/25	1	1	1	0.007	0.007	NA	S_2	NA	NA	NA	NA
CH29	1	1	42	6	15:05:00	07/01/25	1	1	1	0.027	0.027	NA	S_2	NA	NA	NA	NA
CH29	1	1	42	8	17:08:00	07/01/25	1	1	1	0.01	0.01	NA	S_2	NA	NA	NA	NA
CH29	1	1	42	10	19:35:00	07/01/25	1	1	1	0	0	NA	S_2	NA	NA	NA	NA
CH29	1	1	42	12	21:37:00	07/01/25	1	1	1	0	0	NA	S_2	NA	NA	NA	NA
CH29	1	1	42	14	23:47:00	07/01/25	1	1	1	0.013	0.013	NA	S_2	NA	NA	NA	NA
CH29	1	1	42	16	1:39:00	07/01/25	1	1	1	0.012	0.012	NA	S_2	NA	NA	NA	NA
CH29	1	1	42	18	3:23:00	07/01/25	1	1	1	0.001	0.001	NA	S_2	NA	NA	NA	NA
CH29	1	3	37	0	8:53:00	07/08/25	1	1	1	0.001	0.001	NA	S_1	NA	NA	NA	NA
CH29	1	3	37	2	11:00:00	07/08/25	1	1	1	0.001	0.001	NA	S_1	NA	NA	NA	NA
CH29	1	3	37	4	13:05:00	07/08/25	1	1	1	0.021	0.021	NA	S_1	NA	NA	NA	NA
CH29	1	3	37	6	15:11:00	07/08/25	1	1	1	0.015	0.015	NA	S_1	NA	NA	NA	NA
CH29	1	3	37	8	17:16:00	07/08/25	1	1	1	0.019	0.019	NA	S_1	NA	NA	NA	NA
CH29	1	3	37	10	19:41:00	07/08/25	1	1	1	0.047	0.047	NA	S_1	NA	NA	NA	NA
CH29	1	3	37	12	21:45:00	07/08/25	1	1	1	0.089	0.089	NA	S_1	NA	NA	NA	NA
CH29	1	3	37	14	23:49:00	07/08/25	1	1	1	0.138	0.138	NA	S_1	NA	NA	NA	NA
CH29	1	3	37	16	2:12:00	07/08/25	1	1	1	0.244	0.244	NA	S_1	NA	NA	NA	NA
CH29	1	3	37	18	4:20:00	07/08/25	1	1	1	0.321	0.321	NA	S_1	NA	NA	NA	NA
CH29	2	3	42	0	8:53:00	07/08/25	1	1	1	0.001	0.001	NA	S_2	NA	NA	NA	NA
CH29	2	3	42	2	11:00:00	07/08/25	1	1	1	0.003	0.003	NA	S_2	NA	NA	NA	NA
CH29	2	3	42	4	13:05:00	07/08/25	1	1	1	0.008	0.008	NA	S_2	NA	NA	NA	NA
CH29	2	3	42	6	15:11:00	07/08/25	1	1	1	0	0	NA	S_2	NA	NA	NA	NA
CH29	2	3	42	8	17:16:00	07/08/25	1	1	1	0.052	0.052	NA	S_2	NA	NA	NA	NA
CH29	2	3	42	10	19:41:00	07/08/25	1	1	1	0	0	NA	S_2	NA	NA	NA	NA
CH29	2	3	42	12	21:45:00	07/08/25	1	1	1	0.006	0.006	NA	S_2	NA	NA	NA	NA
CH29	2	3	42	14	23:49:00	07/08/25	1	1	1	0	0	NA	S_2	NA	NA	NA	NA
CH29	2	3	42	16	2:12:00	07/08/25	1	1	1	0	0	NA	S_2	NA	NA	NA	NA
CH29	2	3	42	18	4:20:00	07/08/25	1	1	1	0.029	0.029	NA	S_2	NA	NA	NA	NA
CH29	2	4	37	0	9:10:00	08/26/25	1	1	1	0.001	0.001	NA	S_2	NA	NA	NA	NA
CH29	2	4	37	2	11:10:00	08/26/25	1	1	1	0	0	NA	S_2	NA	NA	NA	NA
CH29	2	4	37	4	13:15:00	08/26/25	1	1	1	0	0	NA	S_2	NA	NA	NA	NA
CH29	2	4	37	6	15:18:00	08/26/25	1	1	1	0.02	0.02	NA	S_2	NA	NA	NA	NA
CH29	2	4	37	8	17:16:00	08/26/25	1	1	1	0.039	0.039	NA	S_2	NA	NA	NA	NA
CH29	2	4	37	10	19:43:00	08/26/25	1	1	1	0.065	0.065	NA	S_2	NA	NA	NA	NA
CH29	2	4	37	12	21:58:00	08/26/25	1	1	1	0.113	0.113	NA	S_2	NA	NA	NA	NA
CH29	2	4	37	14	0:04:00	08/26/25	1	1	1	0.169	0.169	NA	S_2	NA	NA	NA	NA
CH29	2	4	37	16	2:05:00	08/26/25	1	1	3	0.108	0.324	NA	S_2	NA	NA	NA	NA
CH29	2	4	37	18	4:10:00	08/26/25	1	1	3	0.155	0.465	NA	S_2	NA	NA	NA	NA
CH29	2	4	30	0	9:10:00	08/26/25	1	1	1	0.001	0.001	NA	B_1	NA	NA	NA	NA
CH29	2	4	30	2	11:10:00	08/26/25	1	1	1	0.011	0.011	NA	B_1	NA	NA	NA	NA
CH29	2	4	30	4	13:15:00	08/26/25	1	1	1	0.003	0.003	NA	B_1	NA	NA	NA	NA
CH29	2	4	30	6	15:18:00	08/26/25	1	1	1	0.014	0.014	NA	B_1	NA	NA	NA	NA
CH29	2	4	30	8	17:16:00	08/26/25	1	1	1	0.021	0.021	NA	B_1	NA	NA	NA	NA
CH29	2	4	30	10	19:43:00	08/26/25	1	1	1	0.041	0.041	NA	B_1	NA	NA	NA	NA
CH29	2	4	30	12	21:58:00	08/26/25	1	1	1	0.043	0.043	NA	B_1	NA	NA	NA	NA
CH29	2	4	30	14	0:04:00	08/26/25	1	1	1	0.124	0.124	NA	B_1	NA	NA	NA	NA
CH29	2	4	30	16	2:05:00	08/26/25	1	1	3	0.058	0.174	NA	B_1	NA	NA	NA	NA
CH29	2	4	30	18	4:10:00	08/26/25	1	1	3	0.117	0.351	NA	B_1	NA	NA	NA	NA
CH29	3	5	30	0	21:00:00	09/09/25	1	1	1	0.001	0.001	NA	B_1	NA	NA	NA	NA
CH29	3	5	30	10	7:15:00	09/10/25	2	1	1	0.042	0.042	NA	B_1	NA	NA	NA	NA
CH29	3	5	30	12	9:09:00	09/10/25	2	1	1	0.052	0.052	NA	B_1	NA	NA	NA	NA
CH29	3	5	30	14	11:06:00	09/10/25	2	1	1	0.107	0.107	NA	B_1	NA	NA	NA	NA
CH29	3	5	30	16	13:02:00	09/10/25	2	1	1	0.192	0.192	NA	B_1	NA	NA	NA	NA
CH29	3	5	30	18	15:02:00	09/10/25	2	1	1	0.257	0.257	NA	B_1	NA	NA	NA	NA
CH29	4	6	30	0	21:00:00	09/09/25	1	1	1	0.001	0.001	NA	B_1	NA	NA	NA	NA
CH29	4	6	30	10	7:15:00	09/10/25	2	1	1	0.037	0.037	NA	B_1	NA	NA	NA	NA
CH29	4	6	30	12	9:09:00	09/10/25	2	1	1	0.041	0.041	NA	B_1	NA	NA	NA	NA
CH29	4	6	30	14	11:06:00	09/10/25	2	1	1	0.082	0.082	NA	B_1	NA	NA	NA	NA
CH29	4	6	30	16	13:02:00	09/10/25	2	1	1	0.11	0.11	NA	B_1	NA	NA	NA	NA
CH29	4	6	30	18	15:02:00	09/10/25	2	1	1	0.177	0.177	NA	B_1	NA	NA	NA	NA
CH29	3	6	37	0	21:00:00	09/09/25	1	1	1	0.001	0.001	NA	S_2	NA	NA	NA	NA
CH29	3	6	37	10	7:15:00	09/10/25	2	1	1	0.052	0.052	NA	S_2	NA	NA	NA	NA
CH29	3	6	37	12	9:09:00	09/10/25	2	1	1	0.036	0.036	NA	S_2	NA	NA	NA	NA
CH29	3	6	37	14	11:06:00	09/10/25	2	1	1	0.052	0.052	NA	S_2	NA	NA	NA	NA
CH29	3	6	37	16	13:02:00	09/10/25	2	1	1	0.062	0.062	NA	S_2	NA	NA	NA	NA
CH29	3	6	37	18	15:02:00	09/10/25	2	1	1	0.095	0.095	NA	S_2	NA	NA	NA	NA
CH29	4	7	37	0	21:00:00	09/09/25	1	1	1	0.001	0.001	NA	S_2	NA	NA	NA	NA
CH29	4	7	37	10	7:15:00	09/10/25	2	1	1	0.043	0.043	NA	S_2	NA	NA	NA	NA
CH29	4	7	37	12	9:09:00	09/10/25	2	1	1	0.051	0.051	NA	S_2	NA	NA	NA	NA
CH29	4	7	37	14	11:06:00	09/10/25	2	1	1	0.042	0.042	NA	S_2	NA	NA	NA	NA
CH29	4	7	37	16	13:02:00	09/10/25	2	1	1	0.043	0.043	NA	S_2	NA	NA	NA	NA
CH29	4	7	37	18	15:02:00	09/10/25	2	1	1	0.05	0.05	NA	S_2	NA	NA	NA	NA
CH29	3	4	42	0	21:00:00	09/09/25	1	1	1	0.001	0.001	NA	S_1	NA	NA	NA	NA
CH29	3	4	42	10	7:15:00	09/10/25	2	1	1	0.011	0.011	NA	S_1	NA	NA	NA	NA
CH29	3	4	42	12	9:09:00	09/10/25	2	1	1	0.014	0.014	NA	S_1	NA	NA	NA	NA
CH29	3	4	42	14	11:06:00	09/10/25	2	1	1	0.004	0.004	NA	S_1	NA	NA	NA	NA
CH29	3	4	42	16	13:02:00	09/10/25	2	1	1	0.026	0.026	NA	S_1	NA	NA	NA	NA
CH29	3	4	42	18	15:02:00	09/10/25	2	1	1	0.009	0.009	NA	S_1	NA	NA	NA	NA
CH29	4	5	42	0	21:00:00	09/09/25	1	1	1	0.001	0.001	NA	S_1	NA	NA	NA	NA
CH29	4	5	42	10	7:15:00	09/10/25	2	1	1	0.01	0.01	NA	S_1	NA	NA	NA	NA
CH29	4	5	42	12	9:09:00	09/10/25	2	1	1	0.014	0.014	NA	S_1	NA	NA	NA	NA
CH29	4	5	42	14	11:06:00	09/10/25	2	1	1	0.004	0.004	NA	S_1	NA	NA	NA	NA
CH29	4	5	42	16	13:02:00	09/10/25	2	1	1	0.021	0.021	NA	S_1	NA	NA	NA	NA
CH29	4	5	42	18	15:02:00	09/10/25	2	1	1	0.022	0.022	NA	S_1	NA	NA	NA	NA
CH90	1	1	30	0	9:20:00	07/01/25	1	1	1	0.001	0.001	NA	S_1	NA	NA	NA	NA
CH90	1	1	30	2	11:14:00	07/01/25	1	1	1	0.013	0.013	NA	S_1	NA	NA	NA	NA
CH90	1	1	30	4	13:13:00	07/01/25	1	1	1	0.052	0.052	NA	S_1	NA	NA	NA	NA
CH90	1	1	30	6	15:05:00	07/01/25	1	1	1	0.359	0.359	NA	S_1	NA	NA	NA	NA
CH90	1	1	30	8	17:08:00	07/01/25	1	1	1	0.406	0.406	NA	S_1	NA	NA	NA	NA
CH90	1	1	30	10	19:35:00	07/01/25	1	1	2	0.27	0.54	NA	S_1	NA	NA	NA	NA
CH90	1	1	30	12	21:37:00	07/01/25	1	1	2	0.316	0.632	NA	S_1	NA	NA	NA	NA
CH90	1	1	30	14	23:47:00	07/01/25	1	1	3	0.242	0.726	NA	S_1	NA	NA	NA	NA
CH90	1	1	30	16	1:39:00	07/01/25	1	1	3	0.299	0.897	NA	S_1	NA	NA	NA	NA
CH90	1	1	30	18	3:23:00	07/01/25	1	1	3	0.319	0.957	NA	S_1	NA	NA	NA	NA
CH90	1	1	42	0	9:20:00	07/01/25	1	1	1	0.001	0.001	NA	S_2	NA	NA	NA	NA
CH90	1	1	42	2	11:14:00	07/01/25	1	1	1	0.033	0.033	NA	S_2	NA	NA	NA	NA
CH90	1	1	42	4	13:13:00	07/01/25	1	1	1	0.338	0.338	NA	S_2	NA	NA	NA	NA
CH90	1	1	42	6	15:05:00	07/01/25	1	1	1	0.489	0.489	NA	S_2	NA	NA	NA	NA
CH90	1	1	42	8	17:08:00	07/01/25	1	1	1	0.527	0.527	NA	S_2	NA	NA	NA	NA
CH90	1	1	42	10	19:35:00	07/01/25	1	1	2	0.361	0.722	NA	S_2	NA	NA	NA	NA
CH90	1	1	42	12	21:37:00	07/01/25	1	1	2	0.429	0.858	NA	S_2	NA	NA	NA	NA
CH90	1	1	42	14	23:47:00	07/01/25	1	1	3	0.337	1.011	NA	S_2	NA	NA	NA	NA
CH90	1	1	42	16	1:39:00	07/01/25	1	1	3	0.372	1.116	NA	S_2	NA	NA	NA	NA
CH90	1	1	42	18	3:23:00	07/01/25	1	1	3	0.409	1.227	NA	S_2	NA	NA	NA	NA
CH90	2	2	30	0	8:52:00	07/03/25	1	1	1	0.001	0.001	NA	S_1	NA	NA	NA	NA
CH90	2	2	30	2	11:02:00	07/03/25	1	1	1	0.0018	0.0018	NA	S_1	NA	NA	NA	NA
CH90	2	2	30	4	13:04:00	07/03/25	1	1	1	0.062	0.062	NA	S_1	NA	NA	NA	NA
CH90	2	2	30	6	15:11:00	07/03/25	1	1	1	0.322	0.322	NA	S_1	NA	NA	NA	NA
CH90	2	2	30	8	17:12:00	07/03/25	1	1	1	0.432	0.432	NA	S_1	NA	NA	NA	NA
CH90	2	2	30	10	19:24:00	07/03/25	1	1	2	0.283	0.566	NA	S_1	NA	NA	NA	NA
CH90	2	2	30	12	21:29:00	07/03/25	1	1	3	0.234	0.702	NA	S_1	NA	NA	NA	NA
CH90	2	2	30	14	23:36:00	07/03/25	1	1	3	0.254	0.762	NA	S_1	NA	NA	NA	NA
CH90	2	2	30	16	1:38:00	07/03/25	1	1	3	0.285	0.855	NA	S_1	NA	NA	NA	NA
CH90	2	2	30	18	3:30:00	07/03/25	1	1	3	0.321	0.963	NA	S_1	NA	NA	NA	NA
CH90	2	2	42	0	8:52:00	07/03/25	1	1	1	0.001	0.001	NA	S_2	NA	NA	NA	NA
CH90	2	2	42	2	11:02:00	07/03/25	1	1	1	0.046	0.046	NA	S_2	NA	NA	NA	NA
CH90	2	2	42	4	13:04:00	07/03/25	1	1	1	0.335	0.335	NA	S_2	NA	NA	NA	NA
CH90	2	2	42	6	15:11:00	07/03/25	1	1	1	0.434	0.434	NA	S_2	NA	NA	NA	NA
CH90	2	2	42	8	17:12:00	07/03/25	1	1	1	0.528	0.528	NA	S_2	NA	NA	NA	NA
CH90	2	2	42	10	19:24:00	07/03/25	1	1	2	0.352	0.704	NA	S_2	NA	NA	NA	NA
CH90	2	2	42	12	21:29:00	07/03/25	1	1	3	0.235	0.705	NA	S_2	NA	NA	NA	NA
CH90	2	2	42	14	23:36:00	07/03/25	1	1	3	0.282	0.846	NA	S_2	NA	NA	NA	NA
CH90	2	2	42	16	1:38:00	07/03/25	1	1	3	0.306	0.918	NA	S_2	NA	NA	NA	NA
CH90	2	2	42	18	3:30:00	07/03/25	1	1	3	0.339	1.017	NA	S_2	NA	NA	NA	NA
CH90	1	3	37	0	8:53:00	07/08/25	1	1	1	0.001	0.001	NA	S_1	NA	NA	NA	NA
CH90	1	3	37	2	11:00:00	07/08/25	1	1	1	0.012	0.012	NA	S_1	NA	NA	NA	NA
