Cepa	ord_replica	rep	temp	hr	time	fecha	day	Matraz	factor diln	OD	OD_real	MPN	Incubator	...14	...15	...16	...17
CH90	1	3	37	4	13:05:00	07/08/25	1	1	1	0.269	0.269	NA	S_1	NA	NA	NA	NA
CH90	1	3	37	6	15:11:00	07/08/25	1	1	1	0.366	0.366	NA	S_1	NA	NA	NA	NA
CH90	1	3	37	8	17:16:00	07/08/25	1	1	1	0.553	0.553	NA	S_1	NA	NA	NA	NA
CH90	1	3	37	10	19:41:00	07/08/25	1	1	2	0.337	0.674	NA	S_1	NA	NA	NA	NA
CH90	1	3	37	12	21:45:00	07/08/25	1	1	2	0.42	0.84	NA	S_1	NA	NA	NA	NA
CH90	1	3	37	14	23:49:00	07/08/25	1	1	3	0.294	0.882	NA	S_1	NA	NA	NA	NA
CH90	1	3	37	16	2:12:00	07/08/25	1	1	3	0.306	0.918	NA	S_1	NA	NA	NA	NA
CH90	1	3	37	18	4:20:00	07/08/25	1	1	3	0.351	1.053	NA	S_1	NA	NA	NA	NA
CH90	3	3	42	0	8:53:00	07/08/25	1	1	1	0.001	0.001	NA	S_2	NA	NA	NA	NA
CH90	3	3	42	2	11:00:00	07/08/25	1	1	1	0.034	0.034	NA	S_2	NA	NA	NA	NA
CH90	3	3	42	4	13:05:00	07/08/25	1	1	1	0.314	0.314	NA	S_2	NA	NA	NA	NA
CH90	3	3	42	6	15:11:00	07/08/25	1	1	1	0.429	0.429	NA	S_2	NA	NA	NA	NA
CH90	3	3	42	8	17:16:00	07/08/25	1	1	1	0.571	0.571	NA	S_2	NA	NA	NA	NA
CH90	3	3	42	10	19:41:00	07/08/25	1	1	2	0.35	0.7	NA	S_2	NA	NA	NA	NA
CH90	3	3	42	12	21:45:00	07/08/25	1	1	2	0.417	0.834	NA	S_2	NA	NA	NA	NA
CH90	3	3	42	14	23:49:00	07/08/25	1	1	3	0.281	0.843	NA	S_2	NA	NA	NA	NA
CH90	3	3	42	16	2:12:00	07/08/25	1	1	3	0.312	0.936	NA	S_2	NA	NA	NA	NA
CH90	3	3	42	18	4:20:00	07/08/25	1	1	3	0.349	1.047	NA	S_2	NA	NA	NA	NA
CH90	2	4	37	0	9:10:00	08/26/25	1	1	1	0.001	0.001	NA	S_2	NA	NA	NA	NA
CH90	2	4	37	2	11:10:00	08/26/25	1	1	1	0	0	NA	S_2	NA	NA	NA	NA
CH90	2	4	37	4	13:15:00	08/26/25	1	1	1	0.319	0.319	NA	S_2	NA	NA	NA	NA
CH90	2	4	37	6	15:18:00	08/26/25	1	1	1	0.461	0.461	NA	S_2	NA	NA	NA	NA
CH90	2	4	37	8	17:16:00	08/26/25	1	1	1	0.535	0.535	NA	S_2	NA	NA	NA	NA
CH90	2	4	37	10	19:43:00	08/26/25	1	1	1	0.646	0.646	NA	S_2	NA	NA	NA	NA
CH90	2	4	37	12	21:58:00	08/26/25	1	1	2	0.411	0.822	NA	S_2	NA	NA	NA	NA
CH90	2	4	37	14	0:04:00	08/26/25	1	1	2	0.47	0.94	NA	S_2	NA	NA	NA	NA
CH90	2	4	37	16	2:05:00	08/26/25	1	1	3	0.407	1.221	NA	S_2	NA	NA	NA	NA
CH90	2	4	37	18	4:10:00	08/26/25	1	1	3	0.457	1.371	NA	S_2	NA	NA	NA	NA
CH90	3	4	30	0	9:10:00	08/26/25	1	1	1	0.001	0.001	NA	B_1	NA	NA	NA	NA
CH90	3	4	30	2	11:10:00	08/26/25	1	1	1	0	0	NA	B_1	NA	NA	NA	NA
CH90	3	4	30	4	13:15:00	08/26/25	1	1	1	0.039	0.039	NA	B_1	NA	NA	NA	NA
CH90	3	4	30	6	15:18:00	08/26/25	1	1	1	0.314	0.314	NA	B_1	NA	NA	NA	NA
CH90	3	4	30	8	17:16:00	08/26/25	1	1	1	0.392	0.392	NA	B_1	NA	NA	NA	NA
CH90	3	4	30	10	19:43:00	08/26/25	1	1	1	0.514	0.514	NA	B_1	NA	NA	NA	NA
CH90	3	4	30	12	21:58:00	08/26/25	1	1	2	0.345	0.69	NA	B_1	NA	NA	NA	NA
CH90	3	4	30	14	0:04:00	08/26/25	1	1	2	0.409	0.818	NA	B_1	NA	NA	NA	NA
CH90	3	4	30	16	2:05:00	08/26/25	1	1	3	0.338	1.014	NA	B_1	NA	NA	NA	NA
CH90	3	4	30	18	4:10:00	08/26/25	1	1	3	0.396	1.188	NA	B_1	NA	NA	NA	NA
CH90	3	5	37	0	9:10:00	08/26/25	1	1	1	0.001	0.001	NA	B_2	NA	NA	NA	NA
CH90	3	5	37	2	11:10:00	08/26/25	1	1	1	0.009	0.009	NA	B_2	NA	NA	NA	NA
CH90	3	5	37	4	13:15:00	08/26/25	1	1	1	0.236	0.236	NA	B_2	NA	NA	NA	NA
CH90	3	5	37	6	15:18:00	08/26/25	1	1	1	0.406	0.406	NA	B_2	NA	NA	NA	NA
CH90	3	5	37	8	17:16:00	08/26/25	1	1	1	0.444	0.444	NA	B_2	NA	NA	NA	NA
CH90	3	5	37	10	19:43:00	08/26/25	1	1	1	0.547	0.547	NA	B_2	NA	NA	NA	NA
CH90	3	5	37	12	21:58:00	08/26/25	1	1	2	0.363	0.726	NA	B_2	NA	NA	NA	NA
CH90	3	5	37	14	0:04:00	08/26/25	1	1	2	0.422	0.844	NA	B_2	NA	NA	NA	NA
CH90	3	5	37	16	2:05:00	08/26/25	1	1	3	0.336	1.008	NA	B_2	NA	NA	NA	NA
CH90	3	5	37	18	4:10:00	08/26/25	1	1	3	0.372	1.116	NA	B_2	NA	NA	NA	NA
CH99b	1	1	30	0	9:20:00	07/01/25	1	1	1	0.001	0.001	NA	S_1	NA	NA	NA	NA
CH99b	1	1	30	2	11:14:00	07/01/25	1	1	1	0.014	0.014	NA	S_1	NA	NA	NA	NA
CH99b	1	1	30	4	13:13:00	07/01/25	1	1	1	0.061	0.061	NA	S_1	NA	NA	NA	NA
CH99b	1	1	30	6	15:05:00	07/01/25	1	1	1	0.252	0.252	NA	S_1	NA	NA	NA	NA
CH99b	1	1	30	8	17:08:00	07/01/25	1	1	1	0.493	0.493	NA	S_1	NA	NA	NA	NA
CH99b	1	1	30	10	19:35:00	07/01/25	1	1	2	0.449	0.898	NA	S_1	NA	NA	NA	NA
CH99b	1	1	30	12	21:37:00	07/01/25	1	1	2	0.539	1.078	NA	S_1	NA	NA	NA	NA
CH99b	1	1	30	14	23:47:00	07/01/25	1	1	3	0.489	1.467	NA	S_1	NA	NA	NA	NA
CH99b	1	1	30	16	1:39:00	07/01/25	1	1	3	0.55	1.65	NA	S_1	NA	NA	NA	NA
CH99b	1	1	30	18	3:23:00	07/01/25	1	1	3	0.579	1.737	NA	S_1	NA	NA	NA	NA
CH99b	1	1	42	0	9:20:00	07/01/25	1	1	1	0.001	0.001	NA	S_2	NA	NA	NA	NA
CH99b	1	1	42	2	11:14:00	07/01/25	1	1	1	0.019	0.019	NA	S_2	NA	NA	NA	NA
CH99b	1	1	42	4	13:13:00	07/01/25	1	1	1	0.048	0.048	NA	S_2	NA	NA	NA	NA
CH99b	1	1	42	6	15:05:00	07/01/25	1	1	1	0.163	0.163	NA	S_2	NA	NA	NA	NA
CH99b	1	1	42	8	17:08:00	07/01/25	1	1	1	0.239	0.239	NA	S_2	NA	NA	NA	NA
CH99b	1	1	42	10	19:35:00	07/01/25	1	1	2	0.171	0.342	NA	S_2	NA	NA	NA	NA
CH99b	1	1	42	12	21:37:00	07/01/25	1	1	2	0.223	0.446	NA	S_2	NA	NA	NA	NA
CH99b	1	1	42	14	23:47:00	07/01/25	1	1	3	0.194	0.582	NA	S_2	NA	NA	NA	NA
CH99b	1	1	42	16	1:39:00	07/01/25	1	1	3	0.224	0.672	NA	S_2	NA	NA	NA	NA
CH99b	1	1	42	18	3:23:00	07/01/25	1	1	3	0.263	0.789	NA	S_2	NA	NA	NA	NA
CH99b	2	2	30	0	8:52:00	07/03/25	1	1	1	0.001	0.001	NA	S_1	NA	NA	NA	NA
CH99b	2	2	30	2	11:02:00	07/03/25	1	1	1	0.009	0.009	NA	S_1	NA	NA	NA	NA
CH99b	2	2	30	4	13:04:00	07/03/25	1	1	1	0.053	0.053	NA	S_1	NA	NA	NA	NA
CH99b	2	2	30	6	15:11:00	07/03/25	1	1	1	0.242	0.242	NA	S_1	NA	NA	NA	NA
CH99b	2	2	30	8	17:12:00	07/03/25	1	1	1	0.481	0.481	NA	S_1	NA	NA	NA	NA
CH99b	2	2	30	10	19:24:00	07/03/25	1	1	2	0.408	0.816	NA	S_1	NA	NA	NA	NA
CH99b	2	2	30	12	21:29:00	07/03/25	1	1	3	0.382	1.146	NA	S_1	NA	NA	NA	NA
CH99b	2	2	30	14	23:36:00	07/03/25	1	1	3	0.45	1.35	NA	S_1	NA	NA	NA	NA
CH99b	2	2	30	16	1:38:00	07/03/25	1	1	3	0.49	1.47	NA	S_1	NA	NA	NA	NA
CH99b	2	2	30	18	3:30:00	07/03/25	1	1	3	0.546	1.638	NA	S_1	NA	NA	NA	NA
CH99b	2	2	42	0	8:52:00	07/03/25	1	1	1	0.001	0.001	NA	S_2	NA	NA	NA	NA
CH99b	2	2	42	2	11:02:00	07/03/25	1	1	1	0.01	0.01	NA	S_2	NA	NA	NA	NA
CH99b	2	2	42	4	13:04:00	07/03/25	1	1	1	0.051	0.051	NA	S_2	NA	NA	NA	NA
CH99b	2	2	42	6	15:11:00	07/03/25	1	1	1	0.151	0.151	NA	S_2	NA	NA	NA	NA
CH99b	2	2	42	8	17:12:00	07/03/25	1	1	1	0.278	0.278	NA	S_2	NA	NA	NA	NA
CH99b	2	2	42	10	19:24:00	07/03/25	1	1	2	0.309	0.618	NA	S_2	NA	NA	NA	NA
CH99b	2	2	42	12	21:29:00	07/03/25	1	1	3	0.245	0.735	NA	S_2	NA	NA	NA	NA
CH99b	2	2	42	14	23:36:00	07/03/25	1	1	3	0.281	0.843	NA	S_2	NA	NA	NA	NA
CH99b	2	2	42	16	1:38:00	07/03/25	1	1	3	0.317	0.951	NA	S_2	NA	NA	NA	NA
CH99b	2	2	42	18	3:30:00	07/03/25	1	1	3	0.344	1.032	NA	S_2	NA	NA	NA	NA
CH99b	1	3	37	0	8:53:00	07/08/25	1	1	1	0.001	0.001	NA	S_1	NA	NA	NA	NA
CH99b	1	3	37	2	11:00:00	07/08/25	1	1	1	0.002	0.002	NA	S_1	NA	NA	NA	NA
CH99b	1	3	37	4	13:05:00	07/08/25	1	1	1	0.116	0.116	NA	S_1	NA	NA	NA	NA
CH99b	1	3	37	6	15:11:00	07/08/25	1	1	1	0.359	0.359	NA	S_1	NA	NA	NA	NA
CH99b	1	3	37	8	17:16:00	07/08/25	1	1	1	0.572	0.572	NA	S_1	NA	NA	NA	NA
CH99b	1	3	37	10	19:41:00	07/08/25	1	1	2	0.472	0.944	NA	S_1	NA	NA	NA	NA
CH99b	1	3	37	12	21:45:00	07/08/25	1	1	2	0.539	1.078	NA	S_1	NA	NA	NA	NA
CH99b	1	3	37	14	23:49:00	07/08/25	1	1	3	0.426	1.278	NA	S_1	NA	NA	NA	NA
CH99b	1	3	37	16	2:12:00	07/08/25	1	1	3	0.482	1.446	NA	S_1	NA	NA	NA	NA
CH99b	1	3	37	18	4:20:00	07/08/25	1	1	3	0.54	1.62	NA	S_1	NA	NA	NA	NA
CH99b	3	3	42	0	8:53:00	07/08/25	1	1	1	0.001	0.001	NA	S_2	NA	NA	NA	NA
CH99b	3	3	42	2	11:00:00	07/08/25	1	1	1	0.004	0.004	NA	S_2	NA	NA	NA	NA
CH99b	3	3	42	4	13:05:00	07/08/25	1	1	1	0.057	0.057	NA	S_2	NA	NA	NA	NA
CH99b	3	3	42	6	15:11:00	07/08/25	1	1	1	0.133	0.133	NA	S_2	NA	NA	NA	NA
CH99b	3	3	42	8	17:16:00	07/08/25	1	1	1	0.262	0.262	NA	S_2	NA	NA	NA	NA
CH99b	3	3	42	10	19:41:00	07/08/25	1	1	2	0.152	0.304	NA	S_2	NA	NA	NA	NA
CH99b	3	3	42	12	21:45:00	07/08/25	1	1	2	0.202	0.404	NA	S_2	NA	NA	NA	NA
CH99b	3	3	42	14	23:49:00	07/08/25	1	1	3	0.137	0.411	NA	S_2	NA	NA	NA	NA
CH99b	3	3	42	16	2:12:00	07/08/25	1	1	3	0.175	0.525	NA	S_2	NA	NA	NA	NA
CH99b	3	3	42	18	4:20:00	07/08/25	1	1	3	0.217	0.651	NA	S_2	NA	NA	NA	NA
CH99b	2	4	37	0	9:10:00	08/26/25	1	1	1	0.001	0.001	NA	S_2	NA	NA	NA	NA
CH99b	2	4	37	2	11:10:00	08/26/25	1	1	1	0	0	NA	S_2	NA	NA	NA	NA
CH99b	2	4	37	4	13:15:00	08/26/25	1	1	1	0.095	0.095	NA	S_2	NA	NA	NA	NA
CH99b	2	4	37	6	15:18:00	08/26/25	1	1	1	0.378	0.378	NA	S_2	NA	NA	NA	NA
CH99b	2	4	37	8	17:16:00	08/26/25	1	1	1	0.573	0.573	NA	S_2	NA	NA	NA	NA
CH99b	2	4	37	10	19:43:00	08/26/25	1	1	1	0.68	0.68	NA	S_2	NA	NA	NA	NA
CH99b	2	4	37	12	21:58:00	08/26/25	1	1	2	0.553	1.106	NA	S_2	NA	NA	NA	NA
CH99b	2	4	37	14	0:04:00	08/26/25	1	1	2	0.624	1.248	NA	S_2	NA	NA	NA	NA
CH99b	2	4	37	16	2:05:00	08/26/25	1	1	3	0.546	1.638	NA	S_2	NA	NA	NA	NA
CH99b	2	4	37	18	4:10:00	08/26/25	1	1	3	0.556	1.668	NA	S_2	NA	NA	NA	NA
CH99b	3	4	30	0	9:10:00	08/26/25	1	1	1	0.001	0.001	NA	B_1	NA	NA	NA	NA
CH99b	3	4	30	2	11:10:00	08/26/25	1	1	1	0	0	NA	B_1	NA	NA	NA	NA
CH99b	3	4	30	4	13:15:00	08/26/25	1	1	1	0.051	0.051	NA	B_1	NA	NA	NA	NA
CH99b	3	4	30	6	15:18:00	08/26/25	1	1	1	0.288	0.288	NA	B_1	NA	NA	NA	NA
CH99b	3	4	30	8	17:16:00	08/26/25	1	1	1	0.485	0.485	NA	B_1	NA	NA	NA	NA
CH99b	3	4	30	10	19:43:00	08/26/25	1	1	1	0.656	0.656	NA	B_1	NA	NA	NA	NA
CH99b	3	4	30	12	21:58:00	08/26/25	1	1	2	0.573	1.146	NA	B_1	NA	NA	NA	NA
CH99b	3	4	30	14	0:04:00	08/26/25	1	1	2	0.637	1.274	NA	B_1	NA	NA	NA	NA
CH99b	3	4	30	16	2:05:00	08/26/25	1	1	3	0.548	1.644	NA	B_1	NA	NA	NA	NA
CH99b	3	4	30	18	4:10:00	08/26/25	1	1	3	0.605	1.815	NA	B_1	NA	NA	NA	NA
CH99b	3	5	37	0	9:10:00	08/26/25	1	1	1	0.001	0.001	NA	B_2	NA	NA	NA	NA
CH99b	3	5	37	2	11:10:00	08/26/25	1	1	1	0.009	0.009	NA	B_2	NA	NA	NA	NA
CH99b	3	5	37	4	13:15:00	08/26/25	1	1	1	0.184	0.184	NA	B_2	NA	NA	NA	NA
CH99b	3	5	37	6	15:18:00	08/26/25	1	1	1	0.392	0.392	NA	B_2	NA	NA	NA	NA
CH99b	3	5	37	8	17:16:00	08/26/25	1	1	1	0.571	0.571	NA	B_2	NA	NA	NA	NA
CH99b	3	5	37	10	19:43:00	08/26/25	1	1	1	0.671	0.671	NA	B_2	NA	NA	NA	NA
CH99b	3	5	37	12	21:58:00	08/26/25	1	1	2	0.538	1.076	NA	B_2	NA	NA	NA	NA
CH99b	3	5	37	14	0:04:00	08/26/25	1	1	2	0.612	1.224	NA	B_2	NA	NA	NA	NA
CH99b	3	5	37	16	2:05:00	08/26/25	1	1	3	0.51	1.53	NA	B_2	NA	NA	NA	NA
CH99b	3	5	37	18	4:10:00	08/26/25	1	1	3	0.561	1.683	NA	B_2	NA	NA	NA	NA
CH111	1	1	30	0	9:20:00	07/01/25	1	1	1	0.001	0.001	NA	S_1	NA	NA	NA	NA
CH111	1	1	30	2	11:14:00	07/01/25	1	1	1	0.023	0.023	NA	S_1	NA	NA	NA	NA
CH111	1	1	30	4	13:13:00	07/01/25	1	1	1	0.29	0.29	NA	S_1	NA	NA	NA	NA
CH111	1	1	30	6	15:05:00	07/01/25	1	1	1	0.443	0.443	NA	S_1	NA	NA	NA	NA
CH111	1	1	30	8	17:08:00	07/01/25	1	1	1	0.494	0.494	NA	S_1	NA	NA	NA	NA
CH111	1	1	30	10	19:35:00	07/01/25	1	1	2	0.392	0.784	NA	S_1	NA	NA	NA	NA
CH111	1	1	30	12	21:37:00	07/01/25	1	1	2	0.453	0.906	NA	S_1	NA	NA	NA	NA
CH111	1	1	30	14	23:47:00	07/01/25	1	1	3	0.381	1.143	NA	S_1	NA	NA	NA	NA
CH111	1	1	30	16	1:39:00	07/01/25	1	1	3	0.41	1.23	NA	S_1	NA	NA	NA	NA
CH111	1	1	30	18	3:23:00	07/01/25	1	1	3	0.449	1.347	NA	S_1	NA	NA	NA	NA
CH111	1	1	42	0	9:20:00	07/01/25	1	1	1	0.001	0.001	NA	S_2	NA	NA	NA	NA
CH111	1	1	42	2	11:14:00	07/01/25	1	1	1	0.056	0.056	NA	S_2	NA	NA	NA	NA
CH111	1	1	42	4	13:13:00	07/01/25	1	1	1	0.357	0.357	NA	S_2	NA	NA	NA	NA
CH111	1	1	42	6	15:05:00	07/01/25	1	1	1	0.425	0.425	NA	S_2	NA	NA	NA	NA
CH111	1	1	42	8	17:08:00	07/01/25	1	1	1	0.538	0.538	NA	S_2	NA	NA	NA	NA
CH111	1	1	42	10	19:35:00	07/01/25	1	1	2	0.435	0.87	NA	S_2	NA	NA	NA	NA
CH111	1	1	42	12	21:37:00	07/01/25	1	1	2	0.496	0.992	NA	S_2	NA	NA	NA	NA
CH111	1	1	42	14	23:47:00	07/01/25	1	1	3	0.4	1.2	NA	S_2	NA	NA	NA	NA
CH111	1	1	42	16	1:39:00	07/01/25	1	1	3	0.441	1.323	NA	S_2	NA	NA	NA	NA
CH111	1	1	42	18	3:23:00	07/01/25	1	1	3	0.481	1.443	NA	S_2	NA	NA	NA	NA
CH111	2	2	30	0	8:52:00	07/03/25	1	1	1	0.001	0.001	NA	S_1	NA	NA	NA	NA
CH111	2	2	30	2	11:02:00	07/03/25	1	1	1	0.015	0.015	NA	S_1	NA	NA	NA	NA
CH111	2	2	30	4	13:04:00	07/03/25	1	1	1	0.07	0.07	NA	S_1	NA	NA	NA	NA
CH111	2	2	30	6	15:11:00	07/03/25	1	1	1	0.4	0.4	NA	S_1	NA	NA	NA	NA
CH111	2	2	30	8	17:12:00	07/03/25	1	1	1	0.488	0.488	NA	S_1	NA	NA	NA	NA
CH111	2	2	30	10	19:24:00	07/03/25	1	1	2	0.359	0.718	NA	S_1	NA	NA	NA	NA
CH111	2	2	30	12	21:29:00	07/03/25	1	1	3	0.322	0.966	NA	S_1	NA	NA	NA	NA
CH111	2	2	30	14	23:36:00	07/03/25	1	1	3	0.372	1.116	NA	S_1	NA	NA	NA	NA
CH111	2	2	30	16	1:38:00	07/03/25	1	1	3	0.377	1.131	NA	S_1	NA	NA	NA	NA
CH111	2	2	30	18	3:30:00	07/03/25	1	1	3	0.427	1.281	NA	S_1	NA	NA	NA	NA
CH111	2	2	42	0	8:52:00	07/03/25	1	1	1	0.001	0.001	NA	S_2	NA	NA	NA	NA
CH111	2	2	42	2	11:02:00	07/03/25	1	1	1	0.024	0.024	NA	S_2	NA	NA	NA	NA
CH111	2	2	42	4	13:04:00	07/03/25	1	1	1	0.332	0.332	NA	S_2	NA	NA	NA	NA
CH111	2	2	42	6	15:11:00	07/03/25	1	1	1	0.421	0.421	NA	S_2	NA	NA	NA	NA
CH111	2	2	42	8	17:12:00	07/03/25	1	1	1	0.522	0.522	NA	S_2	NA	NA	NA	NA
CH111	2	2	42	10	19:24:00	07/03/25	1	1	2	0.402	0.804	NA	S_2	NA	NA	NA	NA
CH111	2	2	42	12	21:29:00	07/03/25	1	1	3	0.31	0.93	NA	S_2	NA	NA	NA	NA
CH111	2	2	42	14	23:36:00	07/03/25	1	1	3	0.449	1.347	NA	S_2	NA	NA	NA	NA
CH111	2	2	42	16	1:38:00	07/03/25	1	1	3	0.402	1.206	NA	S_2	NA	NA	NA	NA
CH111	2	2	42	18	3:30:00	07/03/25	1	1	3	0.431	1.293	NA	S_2	NA	NA	NA	NA
CH111	1	3	37	0	8:53:00	07/08/25	1	1	1	0.001	0.001	NA	S_1	NA	NA	NA	NA
CH111	1	3	37	2	11:00:00	07/08/25	1	1	1	0.037	0.037	NA	S_1	NA	NA	NA	NA
CH111	1	3	37	4	13:05:00	07/08/25	1	1	1	0.381	0.381	NA	S_1	NA	NA	NA	NA
CH111	1	3	37	6	15:11:00	07/08/25	1	1	1	0.454	0.454	NA	S_1	NA	NA	NA	NA
CH111	1	3	37	8	17:16:00	07/08/25	1	1	1	0.521	0.521	NA	S_1	NA	NA	NA	NA
CH111	1	3	37	10	19:41:00	07/08/25	1	1	2	0.377	0.754	NA	S_1	NA	NA	NA	NA
CH111	1	3	37	12	21:45:00	07/08/25	1	1	2	0.433	0.866	NA	S_1	NA	NA	NA	NA
CH111	1	3	37	14	23:49:00	07/08/25	1	1	3	0.297	0.891	NA	S_1	NA	NA	NA	NA
CH111	1	3	37	16	2:12:00	07/08/25	1	1	3	0.345	1.035	NA	S_1	NA	NA	NA	NA
CH111	1	3	37	18	4:20:00	07/08/25	1	1	3	0.404	1.212	NA	S_1	NA	NA	NA	NA
CH111	3	3	42	0	8:53:00	07/08/25	1	1	1	0.001	0.001	NA	S_2	NA	NA	NA	NA
CH111	3	3	42	2	11:00:00	07/08/25	1	1	1	0.053	0.053	NA	S_2	NA	NA	NA	NA
CH111	3	3	42	4	13:05:00	07/08/25	1	1	1	0.354	0.354	NA	S_2	NA	NA	NA	NA
CH111	3	3	42	6	15:11:00	07/08/25	1	1	1	0.453	0.453	NA	S_2	NA	NA	NA	NA
CH111	3	3	42	8	17:16:00	07/08/25	1	1	1	0.529	0.529	NA	S_2	NA	NA	NA	NA
CH111	3	3	42	10	19:41:00	07/08/25	1	1	2	0.384	0.768	NA	S_2	NA	NA	NA	NA
CH111	3	3	42	12	21:45:00	07/08/25	1	1	2	0.412	0.824	NA	S_2	NA	NA	NA	NA
CH111	3	3	42	14	23:49:00	07/08/25	1	1	3	0.327	0.981	NA	S_2	NA	NA	NA	NA
CH111	3	3	42	16	2:12:00	07/08/25	1	1	3	0.432	1.296	NA	S_2	NA	NA	NA	NA
CH111	3	3	42	18	4:20:00	07/08/25	1	1	3	0.437	1.311	NA	S_2	NA	NA	NA	NA
CH111	2	4	37	0	9:10:00	08/26/25	1	1	1	0.001	0.001	NA	S_2	NA	NA	NA	NA
CH111	2	4	37	2	11:10:00	08/26/25	1	1	1	0.03	0.03	NA	S_2	NA	NA	NA	NA
CH111	2	4	37	4	13:15:00	08/26/25	1	1	1	0.425	0.425	NA	S_2	NA	NA	NA	NA
CH111	2	4	37	6	15:18:00	08/26/25	1	1	1	0.486	0.486	NA	S_2	NA	NA	NA	NA
CH111	2	4	37	8	17:16:00	08/26/25	1	1	1	0.55	0.55	NA	S_2	NA	NA	NA	NA
CH111	2	4	37	10	19:43:00	08/26/25	1	1	1	0.568	0.568	NA	S_2	NA	NA	NA	NA
CH111	2	4	37	12	21:58:00	08/26/25	1	1	2	0.411	0.822	NA	S_2	NA	NA	NA	NA
CH111	2	4	37	14	0:04:00	08/26/25	1	1	2	0.459	0.918	NA	S_2	NA	NA	NA	NA
CH111	2	4	37	16	2:05:00	08/26/25	1	1	3	0.378	1.134	NA	S_2	NA	NA	NA	NA
CH111	2	4	37	18	4:10:00	08/26/25	1	1	3	0.423	1.269	NA	S_2	NA	NA	NA	NA
CH111	3	4	30	0	9:10:00	08/26/25	1	1	1	0.001	0.001	NA	B_1	NA	NA	NA	NA
CH111	3	4	30	2	11:10:00	08/26/25	1	1	1	0.017	0.017	NA	B_1	NA	NA	NA	NA
CH111	3	4	30	4	13:15:00	08/26/25	1	1	1	0.201	0.201	NA	B_1	NA	NA	NA	NA
CH111	3	4	30	6	15:18:00	08/26/25	1	1	1	0.448	0.448	NA	B_1	NA	NA	NA	NA
CH111	3	4	30	8	17:16:00	08/26/25	1	1	1	0.505	0.505	NA	B_1	NA	NA	NA	NA
CH111	3	4	30	10	19:43:00	08/26/25	1	1	1	0.593	0.593	NA	B_1	NA	NA	NA	NA
CH111	3	4	30	12	21:58:00	08/26/25	1	1	2	0.454	0.908	NA	B_1	NA	NA	NA	NA
CH111	3	4	30	14	0:04:00	08/26/25	1	1	2	0.498	0.996	NA	B_1	NA	NA	NA	NA
CH111	3	4	30	16	2:05:00	08/26/25	1	1	3	0.423	1.269	NA	B_1	NA	NA	NA	NA
CH111	3	4	30	18	4:10:00	08/26/25	1	1	3	0.467	1.401	NA	B_1	NA	NA	NA	NA
CH111	3	5	37	0	9:10:00	08/26/25	1	1	1	0.001	0.001	NA	B_2	NA	NA	NA	NA
CH111	3	5	37	2	11:10:00	08/26/25	1	1	1	0.024	0.024	NA	B_2	NA	NA	NA	NA
CH111	3	5	37	4	13:15:00	08/26/25	1	1	1	0.352	0.352	NA	B_2	NA	NA	NA	NA
CH111	3	5	37	6	15:18:00	08/26/25	1	1	1	0.459	0.459	NA	B_2	NA	NA	NA	NA
CH111	3	5	37	8	17:16:00	08/26/25	1	1	1	0.51	0.51	NA	B_2	NA	NA	NA	NA
CH111	3	5	37	10	19:43:00	08/26/25	1	1	1	0.578	0.578	NA	B_2	NA	NA	NA	NA
CH111	3	5	37	12	21:58:00	08/26/25	1	1	2	0.4	0.8	NA	B_2	NA	NA	NA	NA
CH111	3	5	37	14	0:04:00	08/26/25	1	1	2	0.443	0.886	NA	B_2	NA	NA	NA	NA
CH111	3	5	37	16	2:05:00	08/26/25	1	1	3	0.368	1.104	NA	B_2	NA	NA	NA	NA
